#Finding multiomics studies between 2000/01/01 and 2000/12/31
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2000/01/01[Date+-+Publication]:2000/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+lipidomics[Other+Term]
  Keywords=genomics,lipidomics; From=2000/01/01; To=2000/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,glycomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=genomics,transcriptomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=29776260
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,transcriptomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,transcriptomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,transcriptomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=genomics,metabolomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,metabolomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,metabolomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=genomics,epigenomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,epigenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+genomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=genomics,metagenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]
  Keywords=lipidomics,proteomics,glycomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=lipidomics,proteomics,transcriptomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,proteomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,proteomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,proteomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+proteomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,proteomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=lipidomics,glycomics,transcriptomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,glycomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,glycomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,glycomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,glycomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,transcriptomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,transcriptomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=lipidomics,metabolomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,metabolomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metabolomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=lipidomics,epigenomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,epigenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+lipidomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=lipidomics,metagenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]
  Keywords=proteomics,glycomics,transcriptomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=proteomics,glycomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,glycomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,glycomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+glycomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,glycomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=proteomics,transcriptomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=22934029,29776260,24910810
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,transcriptomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,transcriptomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,transcriptomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=proteomics,metabolomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,metabolomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metabolomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=proteomics,epigenomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,epigenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+proteomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=proteomics,metagenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]
  Keywords=glycomics,transcriptomics,metabolomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=glycomics,transcriptomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,transcriptomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+transcriptomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,transcriptomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=glycomics,metabolomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,metabolomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metabolomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metabolomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+metagenomics[Other+Term]
  Keywords=glycomics,epigenomics,metagenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+epigenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,epigenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+glycomics[Other+Term]+AND+metagenomics[Other+Term]+AND+phosphoproteomics[Other+Term]
  Keywords=glycomics,metagenomics,phosphoproteomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+epigenomics[Other+Term]
  Keywords=transcriptomics,metabolomics,epigenomics; From=2012/01/01; To=2012/12/31; IDs=
#url=https://eutils.ncbi.nlm.nih.gov/entrez/eutils/esearch.fcgi?retmax=100000&api_key=2760c5e3ddcf9b0c370088dde683c18c5f09&term=2012/01/01[Date+-+Publication]:2012/12/31[Date+-+Publication]+AND+transcriptomics[Other+Term]+AND+metabolomics[Other+Term]+AND+metagenomics[Other+Term]
